,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3318,female,0,no,no,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,18.7,1005.7,0
3319,female,0,no,no,5,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,100.5,514.0,1
3320,female,0,no,no,35,yes,yes,fiber_optic,no,yes,no,yes,no,no,month_to_month,no,credit_card_(automatic),85.3,2917.5,1
3321,female,0,yes,no,2,no,no_phone_service,dsl,no,no,no,no,no,yes,month_to_month,yes,electronic_check,35.1,68.75,1
3322,male,1,no,no,25,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,no,mailed_check,105.95,2655.25,1
3323,male,1,no,no,31,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,90.7,2845.15,0
3324,male,1,no,no,4,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,94.75,422.4,0
3325,male,0,no,no,22,yes,yes,dsl,yes,yes,yes,no,no,no,month_to_month,no,mailed_check,65.05,1427.55,0
3326,female,0,yes,yes,33,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),24.25,838.5,0
3327,male,0,yes,no,66,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,bank_transfer_(automatic),115.8,7942.15,0
3328,male,0,no,no,67,yes,no,dsl,no,no,no,yes,no,no,two_year,no,bank_transfer_(automatic),50.55,3260.1,0
3329,male,0,yes,yes,49,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,electronic_check,97.95,4917.9,0
3330,female,0,no,no,1,yes,no,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,electronic_check,85.45,85.45,1
3331,female,1,no,no,49,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,no,credit_card_(automatic),101.55,5070.4,0
3332,female,0,yes,no,50,yes,yes,dsl,no,no,yes,no,yes,yes,one_year,no,bank_transfer_(automatic),75.7,3876.2,0
3333,male,0,yes,yes,41,yes,no,dsl,yes,yes,yes,no,no,no,one_year,yes,bank_transfer_(automatic),60.3,2511.3,0
3334,female,0,yes,no,41,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,month_to_month,yes,bank_transfer_(automatic),113.6,4594.95,1
3335,male,1,yes,no,71,yes,no,fiber_optic,no,yes,yes,yes,no,yes,two_year,yes,credit_card_(automatic),95.5,6707.15,0
3336,male,0,no,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.8,1521.2,0
3337,female,1,no,no,50,yes,yes,fiber_optic,yes,yes,no,no,no,no,month_to_month,yes,electronic_check,83.4,4113.7,0
3338,male,0,no,no,2,yes,no,fiber_optic,no,no,yes,yes,no,no,month_to_month,yes,electronic_check,79.85,152.45,1
3339,female,0,no,no,15,yes,yes,dsl,yes,no,no,no,no,yes,month_to_month,yes,bank_transfer_(automatic),64.65,994.55,1
3340,male,0,no,no,49,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),106.65,5168.1,0
3341,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,no,yes,two_year,yes,bank_transfer_(automatic),61.4,815.55,0
3342,female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,94.6,94.6,1
3343,female,0,yes,yes,24,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,one_year,no,electronic_check,57.6,1367.75,0
3344,female,0,no,no,43,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.7,1188.2,0
3345,male,1,yes,no,7,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,credit_card_(automatic),94.7,673.1,1
3346,female,0,no,no,46,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,bank_transfer_(automatic),96.05,4399.5,1
3347,male,1,no,no,52,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month_to_month,yes,electronic_check,110.75,5832.0,0
3348,male,0,no,no,1,yes,no,dsl,no,no,no,no,yes,yes,month_to_month,yes,mailed_check,62.8,62.8,0
3349,male,0,yes,yes,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),114.75,7842.3,0
3350,male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.7,117.8,0
3351,male,0,no,no,68,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,two_year,yes,bank_transfer_(automatic),102.1,7149.35,0
3352,male,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.8,304.6,0
3353,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,electronic_check,50.15,50.15,0
3354,male,1,no,no,71,no,no_phone_service,dsl,yes,yes,no,no,yes,yes,one_year,yes,electronic_check,56.45,3985.35,0
3355,female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.65,1887.0,0
3356,male,0,yes,yes,1,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,no,electronic_check,30.2,30.2,1
3357,male,0,no,no,43,yes,no,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,credit_card_(automatic),90.65,3882.3,0
3358,male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,67.75,116.65,1
3359,female,1,no,no,16,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,96.15,1529.2,1
3360,male,0,yes,no,10,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,yes,credit_card_(automatic),54.95,568.85,0
3361,male,1,no,no,68,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month_to_month,yes,electronic_check,95.9,6503.2,0
3362,female,0,yes,no,72,yes,yes,fiber_optic,no,no,yes,no,yes,yes,two_year,yes,electronic_check,97.85,6841.3,0
3363,male,1,yes,no,58,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,98.9,5780.7,0
3364,female,0,yes,no,44,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month_to_month,yes,credit_card_(automatic),95.1,4060.55,0
3365,male,0,no,no,26,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,98.35,2515.3,1
3366,male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.1,75.1,0
3367,male,0,no,no,63,yes,yes,fiber_optic,no,yes,no,no,no,yes,one_year,no,credit_card_(automatic),90.45,5825.5,0
3368,female,1,yes,no,38,yes,yes,fiber_optic,yes,yes,no,no,no,yes,one_year,no,credit_card_(automatic),95.0,3591.25,0
3369,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.55,19.55,0
3370,male,0,yes,yes,13,yes,no,dsl,no,yes,yes,yes,no,no,month_to_month,no,bank_transfer_(automatic),61.8,750.1,0
3371,female,1,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,one_year,no,bank_transfer_(automatic),83.0,5243.05,0
3372,female,0,yes,no,53,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,credit_card_(automatic),98.4,5149.5,1
3373,male,0,no,no,31,no,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,yes,electronic_check,50.05,1523.4,0
3374,male,1,yes,no,32,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,85.0,2642.05,1
3375,female,1,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_(automatic),75.05,256.25,1
3376,male,0,yes,yes,71,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,no,electronic_check,105.55,7405.5,0
3377,male,0,no,no,54,yes,no,dsl,yes,yes,no,no,yes,no,two_year,yes,bank_transfer_(automatic),65.3,3512.9,0
3378,male,0,yes,no,69,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),60.8,4263.4,0
3379,female,0,yes,yes,37,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.1,861.85,0
3380,male,0,no,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.85,60.65,0
3381,female,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.85,62.9,0
3382,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,79.55,79.55,1
3383,male,0,no,no,7,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,23.5,173.0,0
3384,female,0,yes,no,7,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,81.1,576.65,1
3385,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.5,19.5,0
3386,male,0,no,no,51,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,no,credit_card_(automatic),80.0,4242.35,1
3387,female,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),26.25,1988.05,0
3388,female,0,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.3,228.75,0
3389,male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.4,181.8,0
3390,female,1,no,no,2,yes,yes,fiber_optic,no,yes,no,no,no,yes,month_to_month,no,electronic_check,89.5,161.5,1
3391,female,0,yes,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,20.15,91.4,0
3392,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.25,70.25,0
3393,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,electronic_check,79.55,79.55,1
3394,male,0,yes,yes,35,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,bank_transfer_(automatic),89.65,3161.6,0
3395,male,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,18.85,84.2,0
3396,female,0,yes,no,65,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),108.05,7118.9,0
3397,female,0,yes,no,36,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,two_year,yes,credit_card_(automatic),106.05,3834.4,0
3398,male,0,yes,no,34,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,100.05,3480.0,1
3399,male,0,no,no,10,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,70.15,735.5,0
3400,male,0,yes,yes,13,yes,yes,dsl,no,yes,yes,yes,yes,no,month_to_month,yes,electronic_check,72.8,930.05,0
3401,male,0,no,no,7,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,electronic_check,90.45,593.45,1
3402,male,0,yes,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,20.85,1539.75,0
3403,female,0,no,no,56,no,no_phone_service,dsl,no,no,no,no,yes,yes,month_to_month,yes,credit_card_(automatic),44.85,2564.95,0
3404,female,0,no,no,58,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,107.75,6332.75,0
3405,female,0,yes,yes,31,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,104.2,3243.45,1
3406,male,0,no,no,33,yes,yes,dsl,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),54.65,1665.2,0
3407,male,0,no,no,68,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),117.2,8035.95,0
3408,female,0,yes,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.15,456.85,0
3409,female,0,yes,no,39,no,no_phone_service,dsl,yes,no,yes,no,yes,yes,month_to_month,no,electronic_check,55.9,2184.35,1
3410,male,0,yes,no,47,yes,yes,fiber_optic,no,yes,no,no,no,no,one_year,yes,electronic_check,78.9,3650.35,0
3411,male,0,no,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,electronic_check,19.4,374.5,1
3412,female,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,yes,credit_card_(automatic),80.3,4995.35,0
3413,female,0,no,no,2,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,yes,credit_card_(automatic),55.05,102.75,1
3414,male,0,no,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),116.3,8309.55,0
3415,female,1,yes,no,52,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,109.1,5647.95,0
3416,male,0,no,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),20.05,95.55,0
3417,male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_(automatic),71.3,157.75,0
3418,male,0,yes,yes,38,yes,no,dsl,yes,yes,yes,yes,yes,no,one_year,no,electronic_check,74.05,2802.3,0
3419,female,0,no,no,39,yes,no,fiber_optic,yes,no,yes,yes,yes,no,one_year,yes,electronic_check,95.55,3692.85,1
3420,male,0,yes,yes,67,yes,yes,fiber_optic,yes,no,no,yes,yes,yes,two_year,no,bank_transfer_(automatic),104.6,6885.75,0
3421,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,45.15,98.5,1
3422,male,0,no,no,69,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),104.7,7220.35,1
3423,female,0,no,no,2,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,mailed_check,50.95,123.05,0
3424,male,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.2,19.2,0
3425,male,0,no,no,71,yes,yes,fiber_optic,yes,no,no,yes,no,yes,one_year,no,credit_card_(automatic),97.65,6687.85,0
3426,male,0,no,no,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,1654.75,0
3427,male,0,no,yes,63,no,no_phone_service,dsl,yes,yes,no,yes,no,no,one_year,yes,bank_transfer_(automatic),40.6,2588.95,0
3428,male,1,yes,no,7,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,74.4,527.9,1
3429,male,0,no,yes,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.8,1424.2,0
3430,female,0,yes,yes,31,yes,no,dsl,yes,no,yes,yes,yes,yes,one_year,yes,mailed_check,81.15,2545.75,0
3431,male,0,yes,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.3,208.85,1
3432,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,44.3,44.3,0
3433,male,0,no,no,40,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,no,bank_transfer_(automatic),104.8,4131.95,1
3434,male,1,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.05,20.05,1
3435,male,0,yes,yes,51,yes,no,dsl,yes,yes,no,yes,no,no,two_year,no,credit_card_(automatic),60.5,3121.45,0
3436,male,0,yes,no,9,yes,yes,fiber_optic,yes,no,no,no,no,yes,month_to_month,yes,electronic_check,88.05,801.3,0
3437,male,0,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,19.95,253.8,0
3438,female,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,credit_card_(automatic),20.15,68.45,0
3439,female,0,yes,yes,5,yes,no,fiber_optic,no,yes,no,no,no,yes,month_to_month,yes,electronic_check,83.6,404.2,1
3440,male,1,no,no,10,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,72.85,688.65,1
3441,female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,no,credit_card_(automatic),109.7,8129.3,0
3442,female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.2,70.2,0
3443,female,0,yes,yes,61,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.1,1551.6,0
3444,female,1,no,no,44,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),109.8,4860.35,0
3445,female,0,yes,no,12,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),45.9,505.95,0
3446,male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),114.1,8086.4,0
3447,female,0,yes,yes,15,yes,no,dsl,no,yes,yes,yes,yes,yes,month_to_month,no,bank_transfer_(automatic),76.5,1155.6,0
3448,male,0,no,yes,39,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.0,1004.35,0
3449,female,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.05,237.7,0
3450,male,0,yes,no,71,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,electronic_check,83.2,6126.1,0
3451,male,0,no,yes,52,yes,yes,dsl,yes,yes,no,yes,yes,yes,two_year,yes,mailed_check,85.15,4461.85,0
3452,male,0,no,no,6,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,credit_card_(automatic),30.5,208.7,1
3453,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.05,19.05,0
3454,male,0,no,no,37,yes,no,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,credit_card_(automatic),96.1,3646.8,0
3455,female,0,yes,yes,58,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.5,1191.4,0
3456,male,1,no,no,53,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,54.45,2854.55,1
3457,female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,24.4,24.4,0
3458,female,1,yes,no,22,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),25.6,548.8,0
3459,male,0,no,no,3,yes,no,dsl,yes,no,no,no,no,no,month_to_month,yes,mailed_check,50.15,160.85,0
3460,male,0,no,no,10,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,electronic_check,24.0,226.55,0
3461,male,0,no,no,6,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,mailed_check,80.25,493.4,0
3462,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.6,19.6,1
3463,male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.65,38.8,0
